"Member line";"Linie (de navigație) membră.  Linie de navigație membră a unei conferințe de linie, supunându-se regulilor acesteia.  Între aceste reguli se pot aminti: folosirea exclusivă a tarifelor agreate de conferința de linie, încărcarea și descărcarea sa fie făcută doar în porturile alocate de către conferință și în cazul anumitor conferințe de linie, punerea la comun (pooling) a mărfurilor și împărțirea profitului între membrii acelei conferințe. "
"Memorandum of agreement";"Memorandum al înțelegerii/ învoielii. Contract în formă scrisă folosit pentru achiziționarea unei nave. Acesta conține o descriere a caracteristicilor navei , prețul și termenii de plată, data și locul livrării navei către cumpărător precum și alți termeni si condiții."
"Merchant ";"Comerciant, comercial. Termen folosit în mod frecvent în conosamentele pentru navele de linie pentru a descrie, după cum este cazul expeditorul, primitorul sau consignatarul, deținătorul conosamentului sau agentul care reprezintă oricare din părțile menționate anterior."
"Merchant haulage";"Transport comercial. Se referă în mod special la transportul pe uscat al containerelor de navigație, transport asigurat de expeditor sau de către primitor, și mai rar la transportul oceanic."
"Merchant marine";"Marina (flota) comercială. Reprezintă flota unei țări (totalitatea navelor comerciale), folosită pentru operațiuni comerciale de transport."
"Merseycon";"Tip de contract de navlosire pe voiaj folosit la expedierea/transportul cărbunelui din zona Mersey (din Regatul Unit). Acest contract este emis de Camera de Comerț (Chamber of Shipping) a Regatului Unit."
"Metacentre  ";"Metacentru. Reprezintă punctul de intersecție dintre verticala ce trece prin centrul plutirii navei pe chilă dreaptă și linia verticală ce trece prin noul centru al plutirii atunci când nava este canarisită (înclinată în plan diametral). "
"Metacentric height";"Înălțime metacentrică. Distanța dintre centrul de greutate al carenei și metacentru. Această distanță este o mărime critică ce descrie stabilitatea navei. Cu cât valoarea este mai mică, cu atât scade valoarea brațului stabilității iar nava devine tot mai puțin stabilă. O navă cu înălțime metacentrică mică va avea un ruliu cu perioade mari și se numește “navă moale” (tender). În cazul în care înălțimea metacentrică este mare (cazul navelor de minereu) ruliul devine tot mai violent, cu perioade scurte iar o astfel de navă se numeste “dură” sau “ardentă” (stiff). Ca simbol, înălțimea metacentrică se notează cu GM (unde G este de la centrul de greutate (g) iar M este de la metacentru (m))"
"Methane carrier";"Metanier. Navă specializată în transportul metanului (gaz natural lichefiat). Caracteristic acestor nave sunt tancurile de marfă, special construite pentru a rezista condițiilor de presiune și temperaturi scăzute; de cele mai multe ori tancurile de marfa depășesc pe înălțime nivelul punții principale sub forma unor domuri sau sub formă cilindrică. Mai este cunoscut și ca “l.n.g. carrier” (navă transportoare de gaze naturale lichefiate)"
"Metric tonne";"Tonă metrică. Unitate de masură pentru greutate echivalentă cu 1000 kg."
"M.h.w.n.";"Mean high water neaps. Apa înaltă medie la cuadratură. Pentru definiție vezi mai sus."
"M.h.w.s.";"Mean high water springs. Apa înaltă medie la sizigii. Vezi definiția mai sus."
"Min. ";"Minim."
"Mini-bulker";"Mini-vrachier. Navă de aproximativ 3000 tone deadweight având caracteristicile constructive ale unui vrachier obișnuit: o singură punte, magazii de marfă cu pereții inferiori înclinați spre centrul magaziei (hoppered holds) și tancuri de balast superioare (upper wing tanks). La fel ca și vrachierele obișnuite, mini-vrachierele pot fi dotate sau nu cu propriile mijloace de descărcare (caz în care se spune că nava este “geared”) sau fără mijloace de descărcare proprii (“gearless”). Tot așa, poate avea capacele gurilor de magazie capabile să suporte transportul buștenilor sau chiar al containerelor de navigație. "
"Min/max";"Minim/maxim. În momentul negocierii unui contract de transport, atunci cand a fost agreată o anumită cantitate la transport, termenul min/max înseamnă că navlul este plătibil pentru acea cantitate exact, nici mai mult , nici mai putin. "
"Minimum seasonal freeboard";"Bordul liber sezonal minim. Reprezintă distanța pe verticală între muchia superioară a liniei punții și până la linia de încărcare corespunzatoare sezonului din acel moment."
"Misdeliver (to)";"A livra în mod eronat. Situație în care cărăușul livrează marfa către alt destinatar/primitor decât cel intenționat (desemnat prin contract)."
"Misdelivery";"Livrare eronată. Livrarea mărfii către alt primitor decât cel nominat."
"Misdescribe (to)";"A descrie în mod greșit. A da informații incorecte. De exemplu armatorul poate da informații eronate privitoare la anumite aspecte legate de nava pe care o propune spre închiriere (pentru a evita acuzații în acest sens, armatorii folosesc formula T.b.o.o.k.-to the best of owner’s knowledge- a cărei definiție se găsește mai jos). Similar, potențialul navlositor poate da informații greșite cu privire la marfă."
;"Oferirea de informații greșite poate da naștere la pretenții pentru costuri suplimentare sau avarii sau în unele cazuri poate duce chiar la anularea contractului de transport."
"Miss the cancelling date (to)";"A pierde poziția. Expresie folosită în cazul unei nave care ajunge la locul de încărcare după expirarea datei limită (data de cancelare a contractului) stipulate în contractul de navlosire. Acest fapt permite navlositorului să anuleze contractul fără a plati armatorului nicio despăgubire. Totuși de cele mai multe ori se agrează extinderea datei limită astfel încât nava să poată ajunge și să încarce marfa. Deși practic este în interesul său sa își încarce marfa, în astfel de situații navlositorul poate să mai negocieze o scădere (în limite rezonabile) a navlului iar armatorul cam este nevoit să accepte aceasta."
;
;
;
;
"Mixed cargo";"Mărfuri felurite/ amestecate/ diverse. Este o expresie folosită atunci când o navă transportă două sau mai multe feluri de marfă."
"Mixing of cargo";"Amestecarea mărfurilor. Aranjarea aleatoare a mărfurilor în navă în așa fel încât la destinație bunurile trebuiesc sortate înainte de a fi livrate către primitor. Astfel de stivuire a mărfurilor se face în principiu pentru a ocupa cât mai bine volumul disponibil în magazia de marfă, optimizând spațiul disponibil dar inconvenientul creat la descărcare  este evident."
"M.l.w.n.";"Mean low water neaps. Apa joasă medie la cuadratură. Vezi definiția mai sus."
"M.l.w.s.";"Mean low water springs. Apa joasă medie la sizigii. Vezi definiția mai sus."
"Mobile crane";"Macara mobilă. Macara de uz general care poate fi deplasată dintr-un loc într-altul (de exemplu în același port) prin intermediul roților (sau șenilelor) din dotare. Unele macarale mobile pot avea o capacitate de ridicare foarte mare, folosindu-se acolo unde este necesar pentru greutăți atipice. Pentru solicitarea/întrebuințarea unor astfel de macarale se plătește o chirie zilnică."
"Mobile unloader";"Descărcător mobil. Tip de agregat ce poate fi deplasat (pe roțile proprii) dintr-un loc într-altul, acolo unde este solicitat și care este folosit pentru descărcarea diferitelor mărfuri în vrac. De regulă se folosește în porturi unde nu există terminale dedicate (pentru anumite mărfuri). Descărcătorul mobil asigură în acest fel o flexibilitate în operare fiind totuși de remarcat faptul că nu are o productivitate la fel de mare ca a descărcătoarelor fixe. Se mai numește și “portable unloader” (descărcător portabil). Vezi și “unloader” mai jos."
"Mol.";"More or less. Abreviere comercială însemnând “mai mult sau mai puțin”"
"Molchop.";"More or less in charterer’s option. Mai mult sau mai puțin, la opțiunea navlositorului. Vezi definiția mai jos."
"Mole";"Dig (de apărare). Construcție din piatră realizată în mare, sub formă liniară sau de arc de cerc, amplasată înainte de intrarea în port, destinată să apere portul (și navele aflate în interior) de acțiunea violentă a valurilor."
"Moloo";"More or less in owner’s option. Mai mult sau mai puțin, la opțiunea armatorului. Vezi definiția mai jos"
"More in dispute, if on board, to be delivered.";"Mai mult(e) în dispută, dacă se află la bord, să fie livrat(e). Notație ce poate să apară pe un conosament atunci cand expeditorul susține că nu este de acord cu pontajul mărfii, și că în realitate s-a încărcat mai mult (mai multe colete, bale etc)  iar dacă la portul de descărcare se dovedește că a avut dreptate și marfa respectivă chiar se află la bordul navei, ea trebuie livrată primitorului."
"More or less in charterer’s option";"Mai mult sau mai puțin, la opțiunea navlositorului. Opțiune a unui contract de transport prin care se acordă navlositorului dreptul sa încarce până la o anumită cantitate. “Mai mult sau mai puțin” se exprimă de regulă sub formă de procentaj sau ca număr de tone peste sau sub cantitatea normal agreată în contract. Navlositorul apelează la această opțiune în cazul în care nu este sigur pe exactitatea cantității de marfă disponibilă pentru încărcare. Se abreviază ca molchop. "
"More or less in owner’s option";"Mai mult sau mai puțin, la opțiunea armatorului. Opțiune din contractul de transport care permite armatorului să admită încărcarea unei cantități mai mari sau mai mici decat cea exprimată contractual. Aceasta opțiune se exprimă sub formă de procent sau ca un număr de tone. Această opțiune poate fi folosită atunci cand navlositorul nu știe cu exactitate cantitatea de marfă, se agrează asupra unei cantități de marfă iar armatorul poate să accepte (sau nu) încărcarea unei cantități mai mari sau mai mici decat cea nominată, dacă navlositorul ii solicită aceasta. "
;
;
;
;
;
;
"Mother ship";"Navă mamă. Este o navă de regulă de dimensiuni mari, de la care sunt încărcate nave mai mici (navete/sateliți – shuttles) sau barje pentru a transporta marfa la locul final, acolo unde, datorită dimensiunilor, nava mamă nu poate intra. Denumirea se foloseste și pentru nave ce transportă barje  (tip LASH sau BACAT)"
